unique_id,img_name,question,sub_task,prompt,choices,answer,target_size,target_class,image_id,file_name
356,/coco/val2017/000000322574.jpg,How many hot dogs are in the image?,Count,"How many hot dogs are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0","['3', '1', '2', '0']",(B),24258,hot dog,count_419.png,images/count_419.png
358,/coco/val2017/000000144333.jpg,How many bicycles are in the image?,Count,"How many bicycles are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1","['0', '2', '3', '1']",(D),46053,bicycle,count_420.png,images/count_420.png
359,/coco/val2017/000000532575.jpg,How many boats are in the image?,Count,"How many boats are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0","['2', '3', '1', '0']",(C),112804,boat,count_421.png,images/count_421.png
360,/coco/val2017/000000387387.jpg,How many buss are in the image?,Count,"How many buss are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2","['3', '0', '1', '2']",(C),70244,bus,count_422.png,images/count_422.png
361,/coco/val2017/000000244019.jpg,How many fire hydrants are in the image?,Count,"How many fire hydrants are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0","['3', '2', '1', '0']",(C),12664,fire hydrant,count_423.png,images/count_423.png
362,/coco/val2017/000000367082.jpg,How many couchs are in the image?,Count,"How many couchs are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3","['0', '2', '1', '3']",(C),36852,couch,count_424.png,images/count_424.png
363,/coco/val2017/000000227686.jpg,How many horses are in the image?,Count,"How many horses are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2","['1', '0', '3', '2']",(A),73955,horse,count_425.png,images/count_425.png
364,/coco/val2017/000000401250.jpg,How many skiss are in the image?,Count,"How many skiss are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0","['3', '2', '1', '0']",(C),13918,skis,count_426.png,images/count_426.png
366,/coco/val2017/000000187243.jpg,How many persons are in the image?,Count,"How many persons are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 1","['2', '3', '0', '1']",(D),29969,person,count_428.png,images/count_428.png
367,/coco/val2017/000000284282.jpg,How many dining tables are in the image?,Count,"How many dining tables are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2","['0', '1', '3', '2']",(B),46784,dining table,count_429.png,images/count_429.png
368,/coco/val2017/000000415536.jpg,How many buss are in the image?,Count,"How many buss are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 0","['2', '1', '3', '0']",(B),352,bus,count_43.png,images/count_43.png
369,/coco/val2017/000000384850.jpg,How many toilets are in the image?,Count,"How many toilets are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2","['3', '1', '0', '2']",(B),12491,toilet,count_430.png,images/count_430.png
371,/coco/val2017/000000122672.jpg,How many surfboards are in the image?,Count,"How many surfboards are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2","['0', '1', '3', '2']",(B),17744,surfboard,count_432.png,images/count_432.png
372,/coco/val2017/000000551822.jpg,How many dining tables are in the image?,Count,"How many dining tables are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2","['1', '0', '3', '2']",(A),13625,dining table,count_433.png,images/count_433.png
373,/coco/val2017/000000180560.jpg,How many cakes are in the image?,Count,"How many cakes are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1","['2', '0', '3', '1']",(D),74777,cake,count_434.png,images/count_434.png
374,/coco/val2017/000000297343.jpg,How many stop signs are in the image?,Count,"How many stop signs are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1","['3', '2', '0', '1']",(D),25612,stop sign,count_435.png,images/count_435.png
375,/coco/val2017/000000197658.jpg,How many baseball gloves are in the image?,Count,"How many baseball gloves are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3","['2', '0', '1', '3']",(C),65115,baseball glove,count_436.png,images/count_436.png
376,/coco/val2017/000000181499.jpg,How many laptops are in the image?,Count,"How many laptops are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1","['0', '2', '3', '1']",(D),115691,laptop,count_437.png,images/count_437.png
377,/coco/val2017/000000558213.jpg,How many skateboards are in the image?,Count,"How many skateboards are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 4
(D) 3
(E) 0","['2', '1', '4', '3', '0']",(A),23499,skateboard,count_438.png,images/count_438.png
378,/coco/val2017/000000162366.jpg,How many parking meters are in the image?,Count,"How many parking meters are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2","['1', '0', '3', '2']",(A),38771,parking meter,count_439.png,images/count_439.png
379,/coco/val2017/000000537153.jpg,How many benchs are in the image?,Count,"How many benchs are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0","['1', '2', '3', '0']",(A),61,bench,count_44.png,images/count_44.png
380,/coco/val2017/000000300842.jpg,How many skateboards are in the image?,Count,"How many skateboards are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3","['2', '0', '1', '3']",(C),34817,skateboard,count_440.png,images/count_440.png
381,/coco/val2017/000000104803.jpg,How many toilets are in the image?,Count,"How many toilets are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0","['3', '1', '2', '0']",(B),58886,toilet,count_441.png,images/count_441.png
382,/coco/val2017/000000157213.jpg,How many elephants are in the image?,Count,"How many elephants are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0","['3', '1', '2', '0']",(B),10308,elephant,count_442.png,images/count_442.png
383,/coco/val2017/000000393014.jpg,How many hot dogs are in the image?,Count,"How many hot dogs are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 4
(E) 3","['0', '2', '1', '4', '3']",(B),29904,hot dog,count_443.png,images/count_443.png
384,/coco/val2017/000000231088.jpg,How many umbrellas are in the image?,Count,"How many umbrellas are in the image? Select from the following choices.
(A) 8
(B) 5
(C) 0
(D) 7
(E) 4
(F) 6","['8', '5', '0', '7', '4', '6']",(F),18362,umbrella,count_444.png,images/count_444.png
385,/coco/val2017/000000165713.jpg,How many fire hydrants are in the image?,Count,"How many fire hydrants are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3","['2', '0', '1', '3']",(C),43132,fire hydrant,count_445.png,images/count_445.png
386,/coco/val2017/000000089271.jpg,How many cats are in the image?,Count,"How many cats are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1","['0', '2', '3', '1']",(D),132074,cat,count_446.png,images/count_446.png
387,/coco/val2017/000000544519.jpg,How many toothbrushs are in the image?,Count,"How many toothbrushs are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2","['1', '0', '3', '2']",(A),187431,toothbrush,count_447.png,images/count_447.png
388,/coco/val2017/000000490470.jpg,How many boats are in the image?,Count,"How many boats are in the image? Select from the following choices.
(A) 1
(B) 5
(C) 2
(D) 0
(E) 4
(F) 3","['1', '5', '2', '0', '4', '3']",(F),21161,boat,count_448.png,images/count_448.png
389,/coco/val2017/000000433243.jpg,How many giraffes are in the image?,Count,"How many giraffes are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3","['1', '0', '2', '3']",(A),31416,giraffe,count_449.png,images/count_449.png
391,/coco/val2017/000000489924.jpg,How many skateboards are in the image?,Count,"How many skateboards are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2","['3', '1', '0', '2']",(B),11265,skateboard,count_450.png,images/count_450.png
392,/coco/val2017/000000200667.jpg,How many cows are in the image?,Count,"How many cows are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0","['1', '3', '2', '0']",(A),13009,cow,count_451.png,images/count_451.png
395,/coco/val2017/000000102331.jpg,How many persons are in the image?,Count,"How many persons are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1","['3', '2', '0', '1']",(D),16076,person,count_454.png,images/count_454.png
396,/coco/val2017/000000269932.jpg,How many horses are in the image?,Count,"How many horses are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2","['1', '0', '3', '2']",(A),75221,horse,count_455.png,images/count_455.png
398,/coco/val2017/000000176446.jpg,How many laptops are in the image?,Count,"How many laptops are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0","['3', '1', '2', '0']",(B),29969,laptop,count_457.png,images/count_457.png
399,/coco/val2017/000000300155.jpg,How many birds are in the image?,Count,"How many birds are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3","['2', '1', '0', '3']",(B),19830,bird,count_458.png,images/count_458.png
400,/coco/val2017/000000139871.jpg,How many airplanes are in the image?,Count,"How many airplanes are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2","['3', '0', '1', '2']",(C),53798,airplane,count_459.png,images/count_459.png
402,/coco/val2017/000000375015.jpg,How many bears are in the image?,Count,"How many bears are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2","['0', '3', '1', '2']",(C),99593,bear,count_460.png,images/count_460.png
404,/coco/val2017/000000269113.jpg,How many dogs are in the image?,Count,"How many dogs are in the image? Select from the following choices.
(A) 5
(B) 4
(C) 2
(D) 3
(E) 0
(F) 6","['5', '4', '2', '3', '0', '6']",(B),14882,dog,count_462.png,images/count_462.png
406,/coco/val2017/000000429530.jpg,How many vases are in the image?,Count,"How many vases are in the image? Select from the following choices.
(A) 6
(B) 5
(C) 2
(D) 4
(E) 0
(F) 3","['6', '5', '2', '4', '0', '3']",(D),33411,vase,count_464.png,images/count_464.png
407,/coco/val2017/000000328030.jpg,How many teddy bears are in the image?,Count,"How many teddy bears are in the image? Select from the following choices.
(A) 5
(B) 6
(C) 7
(D) 0
(E) 4
(F) 3","['5', '6', '7', '0', '4', '3']",(A),53313,teddy bear,count_465.png,images/count_465.png
408,/coco/val2017/000000355905.jpg,How many dogs are in the image?,Count,"How many dogs are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 2
(D) 1","['3', '0', '2', '1']",(D),58021,dog,count_466.png,images/count_466.png
409,/coco/val2017/000000494869.jpg,How many persons are in the image?,Count,"How many persons are in the image? Select from the following choices.
(A) 2
(B) 4
(C) 1
(D) 0
(E) 3","['2', '4', '1', '0', '3']",(A),10360,person,count_467.png,images/count_467.png
410,/coco/val2017/000000517523.jpg,How many airplanes are in the image?,Count,"How many airplanes are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3","['1', '0', '2', '3']",(A),19440,airplane,count_468.png,images/count_468.png
411,/coco/val2017/000000067315.jpg,How many persons are in the image?,Count,"How many persons are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 0
(D) 3
(E) 2","['4', '1', '0', '3', '2']",(E),38122,person,count_469.png,images/count_469.png
412,/coco/val2017/000000427338.jpg,How many motorcycles are in the image?,Count,"How many motorcycles are in the image? Select from the following choices.
(A) 2
(B) 4
(C) 3
(D) 1
(E) 0","['2', '4', '3', '1', '0']",(A),432,motorcycle,count_47.png,images/count_47.png
413,/coco/val2017/000000263299.jpg,How many trains are in the image?,Count,"How many trains are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3","['0', '1', '2', '3']",(B),63826,train,count_470.png,images/count_470.png
414,/coco/val2017/000000446117.jpg,How many benchs are in the image?,Count,"How many benchs are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0","['1', '3', '2', '0']",(A),11747,bench,count_471.png,images/count_471.png
415,/coco/val2017/000000347163.jpg,How many stop signs are in the image?,Count,"How many stop signs are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2","['0', '3', '1', '2']",(C),82106,stop sign,count_472.png,images/count_472.png
418,/coco/val2017/000000329041.jpg,How many handbags are in the image?,Count,"How many handbags are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 4
(D) 2
(E) 3","['1', '0', '4', '2', '3']",(D),9920,handbag,count_475.png,images/count_475.png
419,/coco/val2017/000000198960.jpg,How many sheeps are in the image?,Count,"How many sheeps are in the image? Select from the following choices.
(A) 0
(B) 4
(C) 3
(D) 1
(E) 5
(F) 2","['0', '4', '3', '1', '5', '2']",(C),17198,sheep,count_476.png,images/count_476.png
422,/coco/val2017/000000468965.jpg,How many kites are in the image?,Count,"How many kites are in the image? Select from the following choices.
(A) 4
(B) 0
(C) 1
(D) 3
(E) 2","['4', '0', '1', '3', '2']",(E),10583,kite,count_479.png,images/count_479.png
424,/coco/val2017/000000106048.jpg,How many buss are in the image?,Count,"How many buss are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2","['3', '0', '1', '2']",(C),80217,bus,count_480.png,images/count_480.png
427,/coco/val2017/000000143931.jpg,How many persons are in the image?,Count,"How many persons are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0","['2', '3', '1', '0']",(C),220376,person,count_483.png,images/count_483.png
429,/coco/val2017/000000236914.jpg,How many dining tables are in the image?,Count,"How many dining tables are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3","['1', '0', '2', '3']",(A),43160,dining table,count_485.png,images/count_485.png
430,/coco/val2017/000000452122.jpg,How many airplanes are in the image?,Count,"How many airplanes are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2","['0', '1', '3', '2']",(B),25115,airplane,count_486.png,images/count_486.png
432,/coco/val2017/000000200839.jpg,How many books are in the image?,Count,"How many books are in the image? Select from the following choices.
(A) 0
(B) 5
(C) 3
(D) 7
(E) 6
(F) 4","['0', '5', '3', '7', '6', '4']",(B),38081,book,count_488.png,images/count_488.png
433,/coco/val2017/000000348488.jpg,How many horses are in the image?,Count,"How many horses are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 4
(E) 6
(F) 5","['2', '0', '3', '4', '6', '5']",(D),12035,horse,count_489.png,images/count_489.png
435,/coco/val2017/000000085195.jpg,How many forks are in the image?,Count,"How many forks are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2","['1', '0', '3', '2']",(A),27774,fork,count_490.png,images/count_490.png
437,/coco/val2017/000000394328.jpg,How many toilets are in the image?,Count,"How many toilets are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2","['3', '1', '0', '2']",(B),38698,toilet,count_492.png,images/count_492.png
438,/coco/val2017/000000076731.jpg,How many laptops are in the image?,Count,"How many laptops are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3","['2', '0', '1', '3']",(C),151009,laptop,count_493.png,images/count_493.png
439,/coco/val2017/000000163118.jpg,How many frisbees are in the image?,Count,"How many frisbees are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3","['1', '0', '2', '3']",(A),12584,frisbee,count_494.png,images/count_494.png
440,/coco/val2017/000000566042.jpg,How many giraffes are in the image?,Count,"How many giraffes are in the image? Select from the following choices.
(A) 4
(B) 5
(C) 0
(D) 8
(E) 6
(F) 7","['4', '5', '0', '8', '6', '7']",(E),13067,giraffe,count_495.png,images/count_495.png
442,/coco/val2017/000000466567.jpg,How many donuts are in the image?,Count,"How many donuts are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3","['2', '0', '1', '3']",(C),40945,donut,count_497.png,images/count_497.png
443,/coco/val2017/000000404128.jpg,How many airplanes are in the image?,Count,"How many airplanes are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2","['1', '0', '3', '2']",(A),23527,airplane,count_498.png,images/count_498.png
444,/coco/val2017/000000023023.jpg,How many suitcases are in the image?,Count,"How many suitcases are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0","['1', '3', '2', '0']",(A),23505,suitcase,count_499.png,images/count_499.png
446,/coco/val2017/000000254814.jpg,How many trucks are in the image?,Count,"How many trucks are in the image? Select from the following choices.
(A) 1
(B) 4
(C) 2
(D) 0
(E) 3","['1', '4', '2', '0', '3']",(C),270,truck,count_50.png,images/count_50.png
447,/coco/val2017/000000346905.jpg,How many elephants are in the image?,Count,"How many elephants are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 5
(D) 2
(E) 1
(F) 4","['0', '3', '5', '2', '1', '4']",(B),67388,elephant,count_500.png,images/count_500.png
448,/coco/val2017/000000138241.jpg,How many dining tables are in the image?,Count,"How many dining tables are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3","['0', '1', '2', '3']",(B),31931,dining table,count_501.png,images/count_501.png
449,/coco/val2017/000000216636.jpg,How many cakes are in the image?,Count,"How many cakes are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 2
(D) 1","['3', '0', '2', '1']",(D),124361,cake,count_502.png,images/count_502.png
451,/coco/val2017/000000348045.jpg,How many toilets are in the image?,Count,"How many toilets are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 4
(E) 2
(F) 5","['1', '0', '3', '4', '2', '5']",(C),19120,toilet,count_504.png,images/count_504.png
452,/coco/val2017/000000572517.jpg,How many bears are in the image?,Count,"How many bears are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 0","['2', '1', '3', '0']",(B),26454,bear,count_505.png,images/count_505.png
454,/coco/val2017/000000008277.jpg,How many forks are in the image?,Count,"How many forks are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2","['0', '3', '1', '2']",(C),66487,fork,count_507.png,images/count_507.png
455,/coco/val2017/000000345466.jpg,How many sports balls are in the image?,Count,"How many sports balls are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2","['1', '0', '3', '2']",(A),22382,sports ball,count_508.png,images/count_508.png
456,/coco/val2017/000000020247.jpg,How many bears are in the image?,Count,"How many bears are in the image? Select from the following choices.
(A) 4
(B) 3
(C) 1
(D) 2
(E) 0","['4', '3', '1', '2', '0']",(D),14137,bear,count_509.png,images/count_509.png
457,/coco/val2017/000000516143.jpg,How many buss are in the image?,Count,"How many buss are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2","['3', '1', '0', '2']",(B),641,bus,count_51.png,images/count_51.png
459,/coco/val2017/000000151662.jpg,How many giraffes are in the image?,Count,"How many giraffes are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 4
(E) 1","['0', '2', '3', '4', '1']",(B),30582,giraffe,count_511.png,images/count_511.png
460,/coco/val2017/000000125952.jpg,How many suitcases are in the image?,Count,"How many suitcases are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 2
(D) 1","['3', '0', '2', '1']",(D),71354,suitcase,count_512.png,images/count_512.png
461,/coco/val2017/000000508639.jpg,How many horses are in the image?,Count,"How many horses are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3","['1', '2', '0', '3']",(A),16884,horse,count_513.png,images/count_513.png
462,/coco/val2017/000000106281.jpg,How many trains are in the image?,Count,"How many trains are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 4
(D) 3
(E) 1","['0', '2', '4', '3', '1']",(B),36414,train,count_514.png,images/count_514.png
463,/coco/val2017/000000236730.jpg,How many zebras are in the image?,Count,"How many zebras are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0","['3', '2', '1', '0']",(C),158788,zebra,count_515.png,images/count_515.png
465,/coco/val2017/000000339823.jpg,How many umbrellas are in the image?,Count,"How many umbrellas are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0","['1', '2', '3', '0']",(A),93148,umbrella,count_517.png,images/count_517.png
466,/coco/val2017/000000116589.jpg,How many zebras are in the image?,Count,"How many zebras are in the image? Select from the following choices.
(A) 5
(B) 2
(C) 4
(D) 0
(E) 1
(F) 3","['5', '2', '4', '0', '1', '3']",(F),38781,zebra,count_518.png,images/count_518.png
467,/coco/val2017/000000326970.jpg,How many handbags are in the image?,Count,"How many handbags are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3","['0', '2', '1', '3']",(C),53216,handbag,count_519.png,images/count_519.png
470,/coco/val2017/000000140556.jpg,How many persons are in the image?,Count,"How many persons are in the image? Select from the following choices.
(A) 3
(B) 6
(C) 2
(D) 0
(E) 4
(F) 5","['3', '6', '2', '0', '4', '5']",(E),27420,person,count_521.png,images/count_521.png
471,/coco/val2017/000000095786.jpg,How many cups are in the image?,Count,"How many cups are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3","['0', '1', '2', '3']",(D),49777,cup,count_522.png,images/count_522.png
473,/coco/val2017/000000096493.jpg,How many couchs are in the image?,Count,"How many couchs are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0","['1', '3', '2', '0']",(A),67499,couch,count_524.png,images/count_524.png
475,/coco/val2017/000000356125.jpg,How many persons are in the image?,Count,"How many persons are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 1","['2', '3', '0', '1']",(D),12768,person,count_526.png,images/count_526.png
476,/coco/val2017/000000384616.jpg,How many fire hydrants are in the image?,Count,"How many fire hydrants are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3","['0', '2', '1', '3']",(C),14027,fire hydrant,count_527.png,images/count_527.png
478,/coco/val2017/000000085576.jpg,How many toilets are in the image?,Count,"How many toilets are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2","['3', '0', '1', '2']",(C),13736,toilet,count_529.png,images/count_529.png
481,/coco/val2017/000000359135.jpg,How many elephants are in the image?,Count,"How many elephants are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 4
(E) 2","['3', '1', '0', '4', '2']",(E),80772,elephant,count_531.png,images/count_531.png
482,/coco/val2017/000000301061.jpg,How many persons are in the image?,Count,"How many persons are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2","['3', '1', '0', '2']",(B),264403,person,count_532.png,images/count_532.png
483,/coco/val2017/000000088250.jpg,How many elephants are in the image?,Count,"How many elephants are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 4
(E) 3","['2', '0', '1', '4', '3']",(A),84681,elephant,count_533.png,images/count_533.png
484,/coco/val2017/000000219578.jpg,How many couchs are in the image?,Count,"How many couchs are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 4
(E) 2","['1', '3', '0', '4', '2']",(E),13302,couch,count_534.png,images/count_534.png
485,/coco/val2017/000000291861.jpg,How many zebras are in the image?,Count,"How many zebras are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2","['1', '0', '3', '2']",(A),102130,zebra,count_535.png,images/count_535.png
486,/coco/val2017/000000009448.jpg,How many umbrellas are in the image?,Count,"How many umbrellas are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0","['3', '1', '2', '0']",(B),100507,umbrella,count_536.png,images/count_536.png
491,/coco/val2017/000000435299.jpg,How many cats are in the image?,Count,"How many cats are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1","['0', '3', '2', '1']",(D),130156,cat,count_540.png,images/count_540.png
493,/coco/val2017/000000484415.jpg,How many toilets are in the image?,Count,"How many toilets are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 2
(D) 1","['3', '0', '2', '1']",(D),30172,toilet,count_542.png,images/count_542.png
495,/coco/val2017/000000085478.jpg,How many bears are in the image?,Count,"How many bears are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 1","['2', '3', '0', '1']",(D),14940,bear,count_544.png,images/count_544.png
497,/coco/val2017/000000284698.jpg,How many motorcycles are in the image?,Count,"How many motorcycles are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3","['0', '2', '1', '3']",(C),19028,motorcycle,count_546.png,images/count_546.png
498,/coco/val2017/000000267191.jpg,How many elephants are in the image?,Count,"How many elephants are in the image? Select from the following choices.
(A) 0
(B) 5
(C) 1
(D) 2
(E) 3
(F) 4","['0', '5', '1', '2', '3', '4']",(E),10968,elephant,count_547.png,images/count_547.png
499,/coco/val2017/000000424545.jpg,How many cats are in the image?,Count,"How many cats are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 2
(D) 1","['3', '0', '2', '1']",(D),68805,cat,count_548.png,images/count_548.png
500,/coco/val2017/000000237316.jpg,How many sinks are in the image?,Count,"How many sinks are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1","['0', '3', '2', '1']",(D),14071,sink,count_549.png,images/count_549.png
503,/coco/val2017/000000114770.jpg,How many motorcycles are in the image?,Count,"How many motorcycles are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0","['2', '3', '1', '0']",(C),31553,motorcycle,count_551.png,images/count_551.png
504,/coco/val2017/000000170739.jpg,How many elephants are in the image?,Count,"How many elephants are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 4
(D) 2
(E) 5
(F) 3","['0', '1', '4', '2', '5', '3']",(F),62004,elephant,count_552.png,images/count_552.png
505,/coco/val2017/000000499109.jpg,How many sandwichs are in the image?,Count,"How many sandwichs are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3","['1', '2', '0', '3']",(A),80982,sandwich,count_553.png,images/count_553.png
506,/coco/val2017/000000010764.jpg,How many baseball gloves are in the image?,Count,"How many baseball gloves are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3","['1', '0', '2', '3']",(A),38593,baseball glove,count_554.png,images/count_554.png
507,/coco/val2017/000000358427.jpg,How many broccolis are in the image?,Count,"How many broccolis are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 1
(D) 3
(E) 0","['4', '2', '1', '3', '0']",(B),30187,broccoli,count_555.png,images/count_555.png
509,/coco/val2017/000000311950.jpg,How many hot dogs are in the image?,Count,"How many hot dogs are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0","['3', '1', '2', '0']",(B),34290,hot dog,count_557.png,images/count_557.png
510,/coco/val2017/000000453166.jpg,How many ties are in the image?,Count,"How many ties are in the image? Select from the following choices.
(A) 6
(B) 5
(C) 3
(D) 2
(E) 4
(F) 0","['6', '5', '3', '2', '4', '0']",(E),37931,tie,count_558.png,images/count_558.png
511,/coco/val2017/000000280325.jpg,How many parking meters are in the image?,Count,"How many parking meters are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1","['0', '2', '3', '1']",(D),20535,parking meter,count_559.png,images/count_559.png
512,/coco/val2017/000000552775.jpg,How many refrigerators are in the image?,Count,"How many refrigerators are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1","['2', '0', '3', '1']",(D),383,refrigerator,count_56.png,images/count_56.png
514,/coco/val2017/000000356432.jpg,How many cups are in the image?,Count,"How many cups are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 4
(D) 3
(E) 1","['2', '0', '4', '3', '1']",(A),52438,cup,count_561.png,images/count_561.png
515,/coco/val2017/000000130566.jpg,How many trains are in the image?,Count,"How many trains are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0","['3', '2', '1', '0']",(C),32513,train,count_562.png,images/count_562.png
516,/coco/val2017/000000073118.jpg,How many teddy bears are in the image?,Count,"How many teddy bears are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 1
(D) 2
(E) 0","['3', '4', '1', '2', '0']",(D),75323,teddy bear,count_563.png,images/count_563.png
517,/coco/val2017/000000014831.jpg,How many beds are in the image?,Count,"How many beds are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2","['1', '3', '0', '2']",(A),185760,bed,count_564.png,images/count_564.png
518,/coco/val2017/000000326541.jpg,How many cell phones are in the image?,Count,"How many cell phones are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 1
(D) 3
(E) 0","['4', '2', '1', '3', '0']",(B),37230,cell phone,count_565.png,images/count_565.png
